	5621	5821	6021	6221	6421	6621	6821	7021	7221	7421	7621	7821	8021	8221	8421	8621	8821	9021	9221	9421	9621	9821	10021	10221	10421	10621	10821	11021	11221	11421	11621	11821	12021	12221	12421	12621	12821	13021	13221	13421	13621	13821	14021	14221	14421	14621	14821	15021	15221	15421	15621	15821	16021
5621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5821	0	0	0	0	42.6473999999999	36.7097	74.02	11.8196	12.052	15.6825	7.2652	13.3731	12.8534	9.3041	6.5412	8.06180000000001	84.2099999999999	54.0488999999999	69.4111000000001	79.8426999999999	85.0829000000001	67.7777	22.9112	62.6358000000001	32.7783	67.4024999999998	46.346	36.2633	84.4388999999999	76.2224000000002	25.707	67.5814000000001	36.7258	62.3226	13.8322	44.273	39.9628	84.4095999999999	99.4783999999997	12.27	110.8153	72.7106000000001	48.0497	8.5951	62.0744	19.9083	53.4979999999999	50.2781	70.7961	72.7915	66.1536	42.1183	9.0865
6021	0	0	0	18.0065	23.4309	13.5275	66.9147	31.5794	32.0296	14.1486	22.7238	46.906	38.8742	27.092	7.4819	32.7119	65.8776000000001	33.9244	9.2535	53.2848	27.1238	12.5054	23.1247	13.2916	25.1678	28.8697	25.8571	32.5759	38.3253	46.5569	54.0172	54.8238999999999	40.0557	24.5618	41.5908	26.294	77.6280999999999	92.1876999999999	50.2729000000001	63.7209	52.5893	36.8643	23.6325	38.5574	25.1367	90.5333999999999	36.3706	51.4238	66.4447	43.8040000000001	48.5115	42.3186	3.1059
6221	0	0	17.7148	6.462	7.8562	86.3	106.6148	52.4956	38.8177	71.2055	94.322	73.5987999999999	40.8049	59.0076999999999	26.8077	15.0341	16.3332	14.0932	35.1668	54.0574000000001	17.6073	20.7366	13.4679	8.2205	25.309	24.9838	49.7121	15.9909	23.2792	50.9257000000001	28.7349	27.8628	31.1288	46.1596	12.2844	25.6502999999999	40.6013	38.5073	37.2575	22.4987	24.1617	20.3965	17.3463	19.7759	41.2875999999999	10.5702	31.0588	45.9437	35.9205	31.3444999999999	26.4107	19.8454	2.8208
6421	0	40.6742	23.0431	8.0314	18.0306	20.7728	70.2893000000002	34.7937999999999	37.9627	52.6296999999999	30.4763	48.3158	26.5938	19.5832	30.6638	33.7878	26.4568	22.8903	64.0494000000001	34.1894	40.1941	29.8347	13.6618	45.2195	42.5583999999999	28.503	8.42289999999999	16.0611	10.9663	22.901	22.7905	13.1232	19.0552	7.4688	10.8756	33.7447	24.1816999999999	16.2082	16.1239	16.542	15.0534	6.273	32.2837	9.6489	41.1721999999999	45.8996999999999	59.2956000000001	30.4358	54.3255	42.9605000000001	55.8576	36.2054	7.8374
6621	0	34.2698	13.4207	88.4695999999998	21.8684	144.7791	60.8984999999999	53.3199	125.6089	67.1441	94.2804999999998	102.0797	73.9983999999999	98.2899999999999	101.9649	52.1002	90.0289000000001	73.4841999999999	78.885	76.4311	89.7818000000002	55.4548999999999	110.7991	63.2738	49.6892999999999	59.6984000000001	63.5343	39.0909999999999	63.7456000000001	88.2171	34.1656	119.8037	56.1623	72.0674	52.9152	50.3944999999999	62.4457999999999	112.3619	87.2439999999999	45.8274999999999	52.7241	56.3176	55.1268000000001	35.1334999999999	83.4089999999999	54.9528	73.2967000000001	88.4738000000005	97.8247999999997	65.0539	69.6013	62.8334	12.2921
6821	0	67.6378	62.8185	107.8775	75.1139000000002	61.6705999999999	129.0571	53.7833	25.3732	103.052	120.7409	100.5817	92.5855000000001	105.1147	51.4562999999998	68.0397999999999	92.1990000000001	56.5023000000001	115.0672	124.9947	115.2547	71.6084999999999	68.7672999999999	97.4523000000005	53.1717999999999	69.6586	46.9787	90.5471999999999	80.1196	79.6958	107.5353	88.7465000000001	96.4310000000001	77.1375999999999	54.0229000000001	80.4997000000002	112.4512	110.3133	71.2057	76.1582	47.0714999999999	53.6701	44.8423999999999	42.3069	49.5507	35.8541	97.3145000000004	69.6409999999999	101.5096	75.1079000000002	45.2557999999999	80.2935000000001	11.4486
7021	0	11.8976	32.4788	53.9441000000001	39.3369	57.1952	58.5892000000001	11.3185	19.6494	19.707	24.309	64.2675	44.7721999999999	49.4579999999999	30.0148	15.9711	52.4914	36.9823	79.8434	80.0574	48.717	45.9579000000001	69.3156999999999	38.7775	33.8711	27.9404	26.2257	27.3037	17.8029	67.1137	35.6293	45.7483999999999	18.8699	39.5197	19.8824	23.5089	80.9180999999999	17.9164	45.5351	43.1763	53.3338	42.6770999999999	24.7462	19.0634	26.9123	20.3883	45.8861	83.6074999999999	74.6311	35.5526	66.4510999999999	4.167	0
7221	0	12.2586	32.763	42.265	41.1949	124.7266	25.3125	19.5869	17.2807	4.8658	25.3426	44.5752999999999	35.7801	15.4208	13.7121	6.28639999999999	40.4974	30.4899	38.611	22.6464	40.621	43.2359	30.5969	24.3361	39.6295	29.5863	16.01	30.6922000000001	51.589	27.2591	35.8312	47.945	23.9344	25.3243	22.9057	37.4524	16.3511	54.5206	30.3024	46.2428999999999	25.5759000000001	15.8385	22.3229	6.39629999999999	13.1408	12.6981	51.6647999999998	32.2341	30.1940000000001	28.8497	18.0148	29.213	13.5159
